price,color,likes,brand,material type,Percentage discount,Rate,Fit,Saling fast,in sale,category,sex
Now 152.19 ILS,WHITE,277,Quiksilver,"Soft, cosy fleece
Lightweight, insulating fabric

Main: 100% Cotton.",(-50%),5.0,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 120.71 ILS,Black,428,Reebok,"Soft, cosy fleece
Lightweight, insulating fabric

Body: 100% Cotton.",(-49%),4.4,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 181.06 ILS,Peach pink,402,The North Face,"Sweatshirt fabric
Soft hand feel

Main: 100% Cotton.",(-50%),4.3,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 125.17 ILS,Chalky yellow,,French Connection,"Sweatshirt fabric
Soft hand feel",(-54%),4.3,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 314.89 ILS,wonder taupe,,adidas Originals,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-24%),,Relaxed fit,SELLING FAST,1,Hoodies & Sweatshirts,Women
Now 425.10 ILS,G577,449,GUESS Originals,"Velour: soft, dense-pile fabric with a velvet feel

Main: 73% Cotton, 24% Polyester, 3% Elastane.",(-24%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 157.44 ILS,BLACK,298,adidas Originals,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-40%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 157.44 ILS,,,,,,,,,1,Hoodies & Sweatshirts,Women
Now 291.27 ILS,Brown,547,The North Face,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-19%),5.0,Boxy fit,,1,Hoodies & Sweatshirts,Women
Now 732.11 ILS,CRUISE NAVY,672,Polo Ralph Lauren,"Sweatshirt fabric: soft and warm

Main: 84% Cotton, 16% Polyester.",(-19%),4.3,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 251.91 ILS,GREEN,2K,,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-19%),,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 375.24 ILS,Navy/Multi,1K,,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-24%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 241.41 ILS,BRIGHT PINK,565,Noisy May Petite,"Teddy fabric: fuzzy, cosy and super-soft

Main: 100% Polyester.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 481.78 ILS,GOLF GREEN,273,,"Sweatshirt fabric: soft and warm

Main: 84% Cotton, 16% Polyester.",(-39%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 167.94 ILS,lilac,235,Reebok,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-19%),4.8,Regular fit ,,1,Hoodies & Sweatshirts,Women
Now 173.19 ILS,YELLOW,784,Nike,"Sweatshirt fabric: cosy fleece finish on reverse

Main: 80% Cotton, 20% Elastane.",(-39%),3.2,Unisex style,,1,Hoodies & Sweatshirts,Women
Now 81.35 ILS,Black,283,ASOS DESIGN,,(-18%),3.3,Ribbed trims,,1,Hoodies & Sweatshirts,Women
Now 157.44 ILS,RED,170,adidas,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-43%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 267.65 ILS,Pink,563,The North Face,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-15%),4.3,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 146.95 ILS,GREY,620,PUMA,"Main: 70% Cotton, 30% Polyester.",(-19%),3.0,Regular fit ,,1,Hoodies & Sweatshirts,Women
Now 267.97 ILS,,,,,,4.1,,,1,Hoodies & Sweatshirts,Women
Now 139.60 ILS,Khaki,940,ASOS DESIGN,Main: 100% Cotton.,(-30%),3.4,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 102.34 ILS,MULTI,492,,"Main: 57% Cotton, 43% Polyester.",(-34%),5.0,Unisex style ,,1,Hoodies & Sweatshirts,Women
Now 70.85 ILS,Red,157,Hunkemöller,"Stretch, velvet-feel velour
Soft, dense-pile fabric

Main: 95% Polyester, 5% Elastane.",(-50%),4.6,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 99.71 ILS,Forever blue,396,PUMA,"Sweatshirt fabric
Soft hand feel 

Main: 58% Cotton, 39% Polyester, 3% Elastane.",(-64%),3.3,Loose cut,,1,Hoodies & Sweatshirts,Women
Now 83.97 ILS,Multi,54,Volcom,"Sweatshirt fabric
Soft hand feel 

Main: 62% Cotton, 36% Viscose, 2% Elastane.",(-75%),,Regular fit ,,1,Hoodies & Sweatshirts,Women
Now 207.30 ILS,DARK GREEN,2K,Pink Soda,"Sweatshirt fabric: soft and warm

Main: 100% Polyester.",(-14%),,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 419.85 ILS,BLACK,487,Fred Perry,"Borg: sheepskin-like fabric with a bumpy texture

Main: 100% Polyester.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 183.68 ILS,PINK,141,,"Sportswear: smooth and stretchy fabric

Main: 100% Polyester.",(-50%),4.6,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 133.83 ILS,Lilac,2K,Monki,"Sweatshirt fabric: soft and warm

Main: 60% Cotton, 40% Polyester.",(-14%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 178.44 ILS,MAUVE,2K,,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-19%),,Unisex style,,1,Hoodies & Sweatshirts,Women
Now 141.70 ILS,BLACK,372,adidas Originals,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-39%),4.0,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 152.19 ILS,Grey,588,,,(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 230.92 ILS,,,,,,,,,1,Hoodies & Sweatshirts,Women
Now 201.84 ILS,Orange,447,,"Sweatshirt fabric: soft and warm

Main: 100% Polyester.",(-30%),,Unisex style,,1,Hoodies & Sweatshirts,Women
Now 187.41 ILS,White,223,,,(-35%),,Unisex style,,1,Hoodies & Sweatshirts,Women
Now 440.84 ILS,ANTIQUE,292,UGG,,(-20%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 178.44 ILS,,,,,,,,,1,Hoodies & Sweatshirts,Women
Now 178.44 ILS,blue,3K,ASOS 4505,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 110.21 ILS,,,,,,,,,1,Hoodies & Sweatshirts,Women
Now 291.27 ILS,Pink,363,The North Face,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 115.46 ILS,GREEN,833,Monki,"Sweatshirt fabric: soft and warm

Main: 77% Cotton, 23% Polyester, Rib: 95% Cotton, 5% Elastane.",(-18%),5.0,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 267.65 ILS,GREY,285,Napapijri,"Sweatshirt fabric: soft and warm

Main: 90% Cotton, 10% Polyester.",(-40%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 118.08 ILS,,,,,,4.8,,,1,Hoodies & Sweatshirts,Women
Now 199.43 ILS,ORANGE,,Fnatic,,(-39%),,Unisex style,,1,Hoodies & Sweatshirts,Women
Now 204.68 ILS,Purple,68,Nike,Sweatshirt fabric: cosy fleece finish on reverse,(-39%),,Unisex style,,1,Hoodies & Sweatshirts,Women
Now 115.46 ILS,Black,445,,,(-18%),3.9,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 88.17 ILS,White,456,HIIT,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-29%),,Boxy fit,,1,Hoodies & Sweatshirts,Women
Now 182.37 ILS,Tan,430,The North Face,"Soft, cosy fleece
Lightweight, insulating fabric

Main: 100% Polyester.",(-44%),4.2,Regular fit ,,1,Hoodies & Sweatshirts,Women
Now 199.43 ILS,Tan,301,The North Face,"Sweatshirt fabric: soft and warm 

Main: 100% Cotton.",(-44%),,Regular fit ,,1,Hoodies & Sweatshirts,Women
Now 141.70 ILS,BLUE,235,Champion,,(-39%),,Slim fit,,1,Hoodies & Sweatshirts,Women
Now 69.27 ILS,Black,260,ASOS Maternity,Main: 100% Cotton.,(-45%),4.1,Designed to fit you from bump to baby,,1,Hoodies & Sweatshirts,Women
Now 70.85 ILS,Mutli,360,South Beach,,(-38%),3.6,Regular fit ,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 110.21 ILS,Unbleached,262,M Lounge,"Soft knit
Lightweight feel 

Body: 100% Acrylic.",(-44%),4.8,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 167.94 ILS,BLACK,123,PUMA,"Sweatshirt fabric

Main: 80% Cotton, 20% Polyester.",(-19%),4.5,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 204.68 ILS,Black,2K,adidas,Body: 100% Cotton.,(-34%),4.6,Relaxed fit ,,1,Hoodies & Sweatshirts,Women
Now 78.72 ILS,,,,,,4.8,,,1,Hoodies & Sweatshirts,Women
Now 251.91 ILS,dark green,1K,adidas Originals,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-20%),5.0,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 217.80 ILS,,,,,,5.0,,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 160.07 ILS,,,,,,,,,1,Hoodies & Sweatshirts,Women
"Now 1,099.48 ILS",CREAM,415,Polo Ralph Lauren,,(-24%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 199.43 ILS,RED,168,adidas Originals,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-39%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 233.54 ILS,BLACK,143,adidas Originals,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-29%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 296.52 ILS,PINK,233,,,(-24%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 99.19 ILS,Bright Red,93,ASOS DESIGN,"Sweatshirt fabric: soft and warm

Main: 65% Cotton, 35% Polyester.",(-30%),5.0,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 230.92 ILS,BLACK,275,Vans,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-20%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 747.85 ILS,BRIGHT ROYAL,100,Polo Ralph Lauren,,(-39%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 265.03 ILS,Tan,244,The North Face,"Soft, cosy fleece

Main: 100% Polyester.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 236.16 ILS,,,,,,4.8,,,1,Hoodies & Sweatshirts,Women
Now 385.74 ILS,BROWN SUGAR,573,Obey,"Borg: sheepskin-like fabric with a bumpy texture

Main: 100% Polyester.",(-29%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 291.27 ILS,Black,557,Dickies,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 233.02 ILS,Pink,140,The North Face,"Sweatshirt fabric: cosy fleece finish on reverse

Main: 100% Cotton.",(-39%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 141.70 ILS,PURPLE,436,Topshop,"Sweatshirt fabric: soft and warm

Main: 50% Cotton, 50% Polyester.",(-24%),,Oversized fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 267.65 ILS,BLACK,135,Napapijri,"Sweatshirt fabric: soft and warm

Main: 90% Cotton, 10% Polyester.",(-40%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 136.45 ILS,Beige,669,Monki,"Sweatshirt fabric: soft and warm

Main: 100% Polyester.",(-18%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 83.97 ILS,GREEN,271,Monki,"Sweatshirt fabric: soft and warm

Main: 100% Polyester.",(-23%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 198.38 ILS,BEIGE,,Fnatic,"Sweatshirt fabric
Soft hand feel

Main: 100% Polyester.",(-39%),,Unisex style,,1,Hoodies & Sweatshirts,Women
Now 178.44 ILS,WHITE,286,,"Sweatshirt fabric: soft and warm

Main: 100% Polyester.",(-19%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 209.92 ILS,White,175,Roxy,"Swim fabric: soft, stretchy and quick-drying 

Top: 80% Cotton, 20% Polyester.",(-24%),,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 220.21 ILS,LIGHT PINK,435,Nike,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-30%),4.3,Oversized fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 367.37 ILS,Beige/ Navy,447,Berghaus,,(-29%),4.3,Regular fit ,,1,Hoodies & Sweatshirts,Women
Now 73.42 ILS,Baby Pink,456,ASYOU,"Velour: soft, dense-pile fabric with a velvet feel 

Main: 90% Polyester, 10% Elastane.",(-30%),,Regular fit ,,1,Hoodies & Sweatshirts,Women
Now 199.43 ILS,Pink,309,The North Face,"Sweatshirt fabric
Cosy fleece finish on reverse

Main: 100% Cotton.",(-44%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 83.97 ILS,LILAC,218,Topshop,Sweatshirt fabric: soft and warm,(-38%),,Boxy fit,,1,Hoodies & Sweatshirts,Women
Now 125.95 ILS,GREY,224,PUMA,"Soft, stretchy jersey 
Ribbed texture 

Main: 58% Cotton, 39% Polyester, 3% Elastane.",(-50%),5.0,Relaxed fit ,,1,Hoodies & Sweatshirts,Women
Now 131.20 ILS,BROWN,326,adidas performance,Main: 100% Polyester.,(-50%),4.7,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 76.10 ILS,CHOCOLATE BROWN,445,,,(-19%),4.2,Oversized fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 125.95 ILS,PURPLE,92,Fila,"Stretch, velvet-feel velour",(-40%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 139.07 ILS,Violetton,136,adidas performance,"Main: 70% Cotton, 30% Polyester, Rib: 57% Cotton, 38% Polyester, 5% Elastane.",(-44%),4.6,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 188.93 ILS,,,,,,4.7,,,1,Hoodies & Sweatshirts,Women
Now 141.70 ILS,Puma black,64,PUMA,Soft jersey,(-55%),,A standard cut around the thigh with a narrow shape through the leg,,1,Hoodies & Sweatshirts,Women
Now 204.47 ILS,Navy,342,,,(-35%),,Unisex style,,1,Hoodies & Sweatshirts,Women
Now 238.79 ILS,BROWN,365,adidas Originals,"Sweatshirt fabric: soft and warm

Main: 67% Cotton, 33% Polyester.",(-30%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 188.93 ILS,Beige and blue,2K,Monki,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-14%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 196.80 ILS,BLACK,291,,,(-25%),5.0,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 125.95 ILS,BLACK,421,Simply Be,"Sweatshirt fabric: soft and warm

Main: 50% Cotton, 50% Polyester.",(-14%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 411.98 ILS,F30I,827,GUESS Originals,"Sweatshirt fabric: soft and warm

Main: 84% Cotton, 16% Polyester.",(-14%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 291.27 ILS,Black,439,Berghaus,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 157.44 ILS,NAVY,66,,"Sweatshirt fabric: soft and warm
Uses adidas AEROREADY technology
Moisture-absorbing and quick-drying

Main: 100% Polyester.",(-50%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 593.04 ILS,POLO BLACK,326,Polo Ralph Lauren,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-39%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 265.03 ILS,Lilac Chalk Check,417,Santa Cruz,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-19%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 230.92 ILS,PINK,1K,,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-19%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 267.65 ILS,GREEN,1K,,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-14%),,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 375.24 ILS,Cream,130,The North Face,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-24%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 220.21 ILS,Blue,308,,,(-30%),,Unisex style,,1,Hoodies & Sweatshirts,Women
Now 333.25 ILS,Green,670,Dickies,"Sweatshirt fabric: soft and warm

Main: 60% Cotton, 40% Polyester.",(-19%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 220.21 ILS,Black,69,,"Sweatshirt fabric: soft and warm

Main: 100% Polyester.",(-30%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 244.04 ILS,BROWN,2K,Kickers,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 139.07 ILS,MULTI,584,Daisy Street,"Sweatshirt fabric: soft and warm

Main: 100% Polyester.",(-24%),,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 136.45 ILS,Blue and black,426,Monki,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-29%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 244.04 ILS,Jade,249,Santa Cruz,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-19%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 220.42 ILS,GREEN,241,adidas Originals,Main: 100% Cotton.,(-30%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 850.19 ILS,WHITE,319,Polo Ralph Lauren,"Sweatshirt fabric: soft and warm

Main: 84% Cotton, 16% Polyester.",(-25%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 425.10 ILS,BLACK,611,Carhartt WIP,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-14%),,Boxy fit,,1,Hoodies & Sweatshirts,Women
Now 230.92 ILS,Fuchsia,578,Berghaus,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-20%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 209.92 ILS,BLACK,976,Weekday,"Fleece: soft, cosy and insulating

Main: 60% Cotton, 40% Polyester.",(-14%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 593.04 ILS,NEVIS,608,Polo Ralph Lauren,"Sweatshirt fabric: soft and warm

Main: 84% Cotton, 16% Polyester.",(-39%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 684.88 ILS,Khaki,1K,The North Face,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 165.32 ILS,ORANGE,746,Pink Soda,"Main: 60% Cotton, 40% Polyester.",(-14%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 330.63 ILS,Navy,436,Berghaus,"Borg: sheepskin-like fabric with a bumpy texture

Main: 100% Polyester.",(-25%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 291.27 ILS,Cream,384,Dickies,,(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 146.95 ILS,,,,,,,,,1,Hoodies & Sweatshirts,Women
Now 732.11 ILS,POLO BLACK,1K,Polo Ralph Lauren,,(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 640.27 ILS,VIVID PINK,554,,"Sweatshirt fabric: soft and warm

Main: 84% Cotton, 16% Polyester.",(-29%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 684.88 ILS,CLUBHOUSE CREAM,696,Polo Ralph Lauren,"Sweatshirt fabric: soft and warm

Main: 84% Cotton, 16% Polyester.",(-24%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 488.07 ILS,BLACK,479,,"Sweatshirt fabric: soft and warm

Main: 87% Cotton, 13% Polyester.",(-40%),,Slim fit,,1,Hoodies & Sweatshirts,Women
Now 375.24 ILS,BONSAI/MISTY BLUSH,246,Carhartt WIP,,(-14%),,Relaxed fit ,,1,Hoodies & Sweatshirts,Women
Now 131.20 ILS,Blue,494,,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-19%),,Unisex style,,1,Hoodies & Sweatshirts,Women
Now 272.90 ILS,181 - SUGAR SWIZZLE,382,Juicy Couture,"Fleece: soft, cosy and insulating

Main: 95% Polyester, 5% Elastane.",(-20%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 99.71 ILS,WHITE,318,Monki,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-29%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 354.25 ILS,Grey,374,Napapijri,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-24%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 157.44 ILS,Off white,93,adidas,,(-40%),4.8,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 425.10 ILS,Blue and Black,502,The North Face,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-14%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 178.44 ILS,BLACK,443,Gym King,"Jersey: soft and stretchy

Main: 100% Polyester.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 333.25 ILS,BLACK,315,Obey,"Sweatshirt fabric: soft and warm

Main: 50% Cotton, 50% Polyester.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 136.45 ILS,Beige,231,NA-KD,,(-18%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 354.25 ILS,White,155,The North Face,,(-14%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 61.40 ILS,BLACK,162,Noisy May Curve,"Sweatshirt fabric: soft and warm

Main: 97% Polyester, 3% Elastane.",(-55%),4.8,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 102.34 ILS,Brown,124,Monki,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-39%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 267.65 ILS,BLACK,186,Napapijri,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-40%),,Boxy fit,,1,Hoodies & Sweatshirts,Women
Now 118.08 ILS,Beige,282,Monki,"Fleece: soft, cosy and insulating

Main: 100% Polyester.",(-29%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 238.79 ILS,BLACK,307,Nike,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-29%),2.3,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 272.90 ILS,BLACK,814,,,(-19%),5.0,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 393.61 ILS,BLACK,497,,"Sweatshirt fabric: soft and warm

Main: 61% Cotton, 39% Polyester, Rib: 97% Cotton, 3% Elastane.",(-24%),3.7,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 125.95 ILS,Light grey,660,,,(-20%),4.8,,,1,Hoodies & Sweatshirts,Women
Now 593.04 ILS,NEVIS,664,,"Sweatshirt fabric: soft and warm

Main: 100% Cotton.",(-39%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 482.83 ILS,HAVEN GREEN,720,,,(-39%),,Regular fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 76.10 ILS,Ice Marl,391,HIIT,"Sweatshirt fabric: soft and warm

Fabric 1: 58% Polyester, 42% Cotton, Fabric 2: 53% Polyester, 44% Cotton, 3% Elastane.",(-23%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 220.42 ILS,BLACK,474,Nike,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-39%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 244.04 ILS,Bright Green,905,ASOS EDITION,"Sweatshirt fabric: soft and warm

Fabric: 70% Cotton, 30% Polyester.",(-19%),,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 230.92 ILS,PINK,502,,"Sweatshirt fabric: soft and warm

Main: 80% Cotton, 20% Polyester.",(-19%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 152.19 ILS,BLUE,459,Abercrombie & Fitch,"Sweatshirt fabric: soft and warm

Main: 60% Cotton, 40% Polyester.",(-44%),,Regular fit,,1,Hoodies & Sweatshirts,Women
Now 346.37 ILS,Wheat Fields,535,,"Sweatshirt fabric: soft and warm

Main: 73% Cotton, 27% Polyester.",(-40%),,Boxy fit,,1,Hoodies & Sweatshirts,Women
Now 244.04 ILS,Sand,539,Roxy,,(-19%),,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 330.63 ILS,Coral,159,Carhartt WIP,,(-30%),,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 154.29 ILS,LIGHT BLUE,163,,,(-30%),,,,1,Hoodies & Sweatshirts,Women
Now 125.80 ILS,,,,,,,,,1,Hoodies & Sweatshirts,Women
Now 110.21 ILS,,,,,,,,,1,Hoodies & Sweatshirts,Women
Now 245.19 ILS,Black,124,,"Soft sweatshirt fabric
Cosy fleece finish on reverse",(-45%),,Regular fit ,,1,Hoodies & Sweatshirts,Women
Now 198.38 ILS,MULTI,362,Damson Madder,,(-39%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 188.93 ILS,,,,,,5.0,,,1,Hoodies & Sweatshirts,Women
Now 62.98 ILS,BEIGE,171,South Beach,,(-39%),,Boxy fit,,1,Hoodies & Sweatshirts,Women
Now 66.07 ILS,BLACK,101,Cotton On,"Body: 80% Cotton, 20% Polyester.",(-30%),4.0,Designed to fit you from bump to baby,,1,Hoodies & Sweatshirts,Women
Now 84.44 ILS,Green Haze,278,Cotton On,"Sweatshirt fabric
Soft hand feel

Body: 62% Polyester, 32% Viscose, 6% Elastane.",(-30%),,Relaxed fit,,1,Hoodies & Sweatshirts,Women
Now 47.23 ILS,Blue,143,South Beach,,(-50%),,Oversized fit,,1,Hoodies & Sweatshirts,Women
Now 110.21 ILS,green,134,Topshop,"Sweatshirt fabric
Soft hand feel

Main: 100% Cotton.",(-29%),4.0,Relaxed fit,,1,Hoodies & Sweatshirts,Women
,,,,,0,,,,0,Hoodies & Sweatshirts,Women
Now 141.70 ILS,TAN,177,Champion,,(-39%),,Relaxed fit ,,1,Hoodies & Sweatshirts,Women
Now 83.97 ILS,,,,,,4.0,,,1,Hoodies & Sweatshirts,Women
Now 86.59 ILS,Black,63,Cotton On,,(-44%),,Designed to fit you from bump to baby,,1,Hoodies & Sweatshirts,Women
